profile,start,peak,end
6130,2018-10-07 07:23:00,2018-10-07 08:26:00,2018-10-07 09:54:00
6139,2018-10-08 07:23:00,2018-10-08 08:29:00,2018-10-08 10:03:00
6147,2018-10-09 04:53:00,2018-10-09 06:02:00,2018-10-09 06:36:00
6156,2018-10-10 04:53:00,2018-10-10 06:02:00,2018-10-10 06:37:00
6165,2018-10-11 04:53:00,2018-10-11 06:02:00,2018-10-11 06:36:00
6174,2018-10-12 04:53:00,2018-10-12 06:00:00,2018-10-12 06:35:00
6184,2018-10-13 07:23:00,2018-10-13 08:30:00,2018-10-13 10:04:00
6193,2018-10-14 07:23:00,2018-10-14 08:27:00,2018-10-14 09:55:00
6202,2018-10-15 07:23:00,2018-10-15 08:27:00,2018-10-15 09:55:00
6209,2018-10-16 07:23:00,2018-10-16 08:28:00,2018-10-16 10:02:00
6218,2018-10-17 07:23:00,2018-10-17 08:25:00,2018-10-17 09:53:00
6230,2018-10-20 04:53:00,2018-10-20 06:01:00,2018-10-20 06:36:00
6239,2018-10-21 04:53:00,2018-10-21 06:01:00,2018-10-21 06:36:00
6248,2018-10-22 04:53:00,2018-10-22 06:00:00,2018-10-22 06:34:00
6258,2018-10-23 07:23:00,2018-10-23 08:28:00,2018-10-23 10:02:00
6267,2018-10-24 07:23:00,2018-10-24 08:27:00,2018-10-24 09:56:00
6275,2018-10-25 04:53:00,2018-10-25 06:00:00,2018-10-25 06:34:00
6285,2018-10-26 07:23:00,2018-10-26 08:24:00,2018-10-26 09:45:00
6294,2018-10-27 07:23:00,2018-10-27 08:30:00,2018-10-27 10:04:00
6303,2018-10-28 07:23:00,2018-10-28 08:30:00,2018-10-28 10:05:00
6312,2018-10-29 07:23:00,2018-10-29 08:26:00,2018-10-29 09:53:00
6321,2018-10-30 07:23:00,2018-10-30 08:28:00,2018-10-30 10:02:00
6329,2018-10-31 04:53:00,2018-10-31 06:00:00,2018-10-31 06:34:00
6338,2018-11-01 04:53:00,2018-11-01 06:01:00,2018-11-01 06:36:00
6347,2018-11-02 04:53:00,2018-11-02 06:01:00,2018-11-02 06:36:00
6356,2018-11-03 04:53:00,2018-11-03 06:01:00,2018-11-03 06:36:00
6365,2018-11-04 04:53:00,2018-11-04 06:02:00,2018-11-04 06:37:00
6375,2018-11-05 07:23:00,2018-11-05 08:32:00,2018-11-05 10:07:00
6384,2018-11-06 07:23:00,2018-11-06 08:24:00,2018-11-06 09:46:00
6393,2018-11-07 07:23:00,2018-11-07 08:32:00,2018-11-07 10:08:00
6402,2018-11-08 07:23:00,2018-11-08 08:33:00,2018-11-08 10:14:00
6408,2018-11-09 07:23:00,2018-11-09 08:33:00,2018-11-09 10:14:00
6417,2018-11-10 07:23:00,2018-11-10 08:33:00,2018-11-10 10:14:00
6426,2018-11-11 07:23:00,2018-11-11 08:33:00,2018-11-11 10:14:00
6435,2018-11-12 07:23:00,2018-11-12 08:32:00,2018-11-12 10:13:00
6444,2018-11-13 07:23:00,2018-11-13 08:32:00,2018-11-13 10:08:00
6453,2018-11-14 07:23:00,2018-11-14 08:30:00,2018-11-14 10:05:00
6462,2018-11-15 07:23:00,2018-11-15 08:29:00,2018-11-15 10:03:00
6471,2018-11-16 07:23:00,2018-11-16 08:27:00,2018-11-16 09:55:00
6480,2018-11-17 07:23:00,2018-11-17 08:30:00,2018-11-17 10:05:00
6489,2018-11-18 07:23:00,2018-11-18 08:31:00,2018-11-18 10:05:00
6498,2018-11-19 07:23:00,2018-11-19 08:32:00,2018-11-19 10:07:00
6507,2018-11-20 07:23:00,2018-11-20 08:32:00,2018-11-20 10:08:00
6513,2018-11-21 07:23:00,2018-11-21 08:30:00,2018-11-21 10:05:00
6522,2018-11-22 07:23:00,2018-11-22 08:30:00,2018-11-22 10:04:00
6531,2018-11-23 07:23:00,2018-11-23 08:29:00,2018-11-23 10:04:00
6540,2018-11-24 07:23:00,2018-11-24 08:32:00,2018-11-24 10:08:00
6549,2018-11-25 07:23:00,2018-11-25 08:33:00,2018-11-25 10:14:00
6558,2018-11-26 07:23:00,2018-11-26 08:29:00,2018-11-26 10:04:00
6567,2018-11-27 07:23:00,2018-11-27 08:21:00,2018-11-27 09:42:00
6576,2018-11-28 07:23:00,2018-11-28 08:12:00,2018-11-28 09:13:00
6585,2018-11-29 07:23:00,2018-11-29 08:23:00,2018-11-29 09:44:00
6592,2018-11-30 07:53:00,2018-11-30 08:58:00,2018-11-30 09:31:00
6601,2018-12-01 07:23:00,2018-12-01 08:31:00,2018-12-01 10:06:00
6610,2018-12-02 07:23:00,2018-12-02 08:28:00,2018-12-02 09:56:00
6619,2018-12-03 07:23:00,2018-12-03 08:32:00,2018-12-03 10:07:00
6628,2018-12-04 07:23:00,2018-12-04 08:32:00,2018-12-04 10:07:00
6637,2018-12-05 07:23:00,2018-12-05 08:32:00,2018-12-05 10:13:00
6646,2018-12-06 07:23:00,2018-12-06 08:19:00,2018-12-06 09:33:00
6655,2018-12-07 07:23:00,2018-12-07 08:21:00,2018-12-07 09:22:00
6664,2018-12-08 07:23:00,2018-12-08 08:28:00,2018-12-08 10:02:00
6673,2018-12-09 07:23:00,2018-12-09 08:31:00,2018-12-09 10:06:00
6682,2018-12-10 07:23:00,2018-12-10 08:20:00,2018-12-10 09:34:00
6691,2018-12-11 07:23:00,2018-12-11 08:28:00,2018-12-11 09:57:00
6700,2018-12-12 07:23:00,2018-12-12 08:31:00,2018-12-12 10:05:00
6709,2018-12-13 07:23:00,2018-12-13 08:15:00,2018-12-13 09:22:00
6718,2018-12-14 07:23:00,2018-12-14 08:14:00,2018-12-14 09:20:00
6727,2018-12-15 07:23:00,2018-12-15 08:24:00,2018-12-15 09:46:00
6736,2018-12-16 07:23:00,2018-12-16 08:27:00,2018-12-16 09:54:00
6745,2018-12-17 07:23:00,2018-12-17 07:55:00,2018-12-17 08:27:00
6754,2018-12-18 07:23:00,2018-12-18 08:24:00,2018-12-18 09:45:00
6763,2018-12-19 07:23:00,2018-12-19 08:31:00,2018-12-19 10:06:00
6772,2018-12-20 07:23:00,2018-12-20 08:30:00,2018-12-20 10:05:00
6781,2018-12-21 07:23:00,2018-12-21 08:29:00,2018-12-21 10:04:00
6790,2018-12-22 07:23:00,2018-12-22 08:33:00,2018-12-22 10:14:00
6799,2018-12-23 07:23:00,2018-12-23 08:29:00,2018-12-23 10:04:00
6808,2018-12-24 07:23:00,2018-12-24 08:31:00,2018-12-24 10:06:00
6817,2018-12-25 07:23:00,2018-12-25 08:33:00,2018-12-25 10:14:00
6826,2018-12-26 07:23:00,2018-12-26 08:33:00,2018-12-26 10:14:00
6835,2018-12-27 07:23:00,2018-12-27 08:32:00,2018-12-27 10:08:00
6844,2018-12-28 07:23:00,2018-12-28 08:32:00,2018-12-28 10:13:00
6853,2018-12-29 07:23:00,2018-12-29 08:30:00,2018-12-29 10:04:00
6862,2018-12-30 07:23:00,2018-12-30 08:30:00,2018-12-30 10:05:00
6871,2018-12-31 07:23:00,2018-12-31 08:32:00,2018-12-31 10:08:00
6880,2019-01-01 07:23:00,2019-01-01 08:32:00,2019-01-01 10:08:00
6889,2019-01-02 07:23:00,2019-01-02 08:32:00,2019-01-02 10:07:00
6898,2019-01-03 07:23:00,2019-01-03 08:30:00,2019-01-03 10:04:00
6907,2019-01-04 07:23:00,2019-01-04 08:29:00,2019-01-04 10:03:00
6916,2019-01-05 07:23:00,2019-01-05 08:31:00,2019-01-05 10:06:00
6925,2019-01-06 07:23:00,2019-01-06 08:31:00,2019-01-06 10:06:00
6934,2019-01-07 07:23:00,2019-01-07 08:33:00,2019-01-07 10:14:00
6943,2019-01-08 07:23:00,2019-01-08 08:33:00,2019-01-08 10:14:00
6952,2019-01-09 07:23:00,2019-01-09 08:25:00,2019-01-09 09:52:00
6961,2019-01-10 07:23:00,2019-01-10 08:30:00,2019-01-10 10:04:00
6970,2019-01-11 07:23:00,2019-01-11 08:32:00,2019-01-11 10:07:00
6979,2019-01-12 07:23:00,2019-01-12 08:32:00,2019-01-12 10:13:00
6988,2019-01-13 07:23:00,2019-01-13 08:33:00,2019-01-13 10:13:00
6997,2019-01-14 07:23:00,2019-01-14 08:25:00,2019-01-14 09:53:00
7006,2019-01-15 07:23:00,2019-01-15 08:31:00,2019-01-15 10:06:00
7015,2019-01-16 07:23:00,2019-01-16 08:32:00,2019-01-16 10:07:00
7024,2019-01-17 07:23:00,2019-01-17 08:30:00,2019-01-17 10:05:00
7033,2019-01-18 07:23:00,2019-01-18 08:28:00,2019-01-18 09:56:00
7042,2019-01-19 07:23:00,2019-01-19 08:30:00,2019-01-19 10:04:00
7051,2019-01-20 07:23:00,2019-01-20 08:32:00,2019-01-20 10:13:00
7060,2019-01-21 07:23:00,2019-01-21 08:33:00,2019-01-21 10:14:00
7069,2019-01-22 07:23:00,2019-01-22 08:33:00,2019-01-22 10:14:00
7078,2019-01-23 07:23:00,2019-01-23 08:31:00,2019-01-23 10:06:00
7087,2019-01-24 07:23:00,2019-01-24 08:33:00,2019-01-24 10:13:00
7096,2019-01-25 07:23:00,2019-01-25 08:32:00,2019-01-25 10:13:00
7105,2019-01-26 07:23:00,2019-01-26 08:32:00,2019-01-26 10:08:00
7114,2019-01-27 07:23:00,2019-01-27 08:32:00,2019-01-27 10:08:00
7123,2019-01-28 07:23:00,2019-01-28 08:32:00,2019-01-28 10:08:00
7132,2019-01-29 07:23:00,2019-01-29 08:32:00,2019-01-29 10:13:00
7141,2019-01-30 07:23:00,2019-01-30 08:31:00,2019-01-30 10:07:00
7150,2019-01-31 07:23:00,2019-01-31 08:32:00,2019-01-31 10:07:00
7160,2019-02-02 07:23:00,2019-02-02 08:31:00,2019-02-02 10:06:00
7169,2019-02-03 07:23:00,2019-02-03 08:33:00,2019-02-03 10:14:00
7178,2019-02-04 07:23:00,2019-02-04 08:33:00,2019-02-04 10:13:00
7187,2019-02-05 07:23:00,2019-02-05 08:32:00,2019-02-05 10:13:00
7196,2019-02-06 07:23:00,2019-02-06 08:32:00,2019-02-06 10:13:00
7205,2019-02-07 07:23:00,2019-02-07 08:33:00,2019-02-07 10:14:00
7214,2019-02-08 07:23:00,2019-02-08 08:33:00,2019-02-08 10:14:00
7223,2019-02-09 07:23:00,2019-02-09 08:32:00,2019-02-09 10:07:00
7232,2019-02-10 07:23:00,2019-02-10 08:28:00,2019-02-10 09:57:00
7241,2019-02-11 07:23:00,2019-02-11 08:31:00,2019-02-11 10:06:00
7250,2019-02-12 07:23:00,2019-02-12 08:31:00,2019-02-12 10:06:00
7259,2019-02-13 07:23:00,2019-02-13 08:32:00,2019-02-13 10:08:00
7268,2019-02-14 07:23:00,2019-02-14 08:32:00,2019-02-14 10:08:00
7277,2019-02-15 07:23:00,2019-02-15 08:30:00,2019-02-15 10:05:00
7286,2019-02-16 07:23:00,2019-02-16 08:31:00,2019-02-16 10:05:00
7295,2019-02-17 07:23:00,2019-02-17 08:32:00,2019-02-17 10:08:00
7304,2019-02-18 07:23:00,2019-02-18 08:32:00,2019-02-18 10:07:00
7313,2019-02-19 07:23:00,2019-02-19 08:33:00,2019-02-19 10:14:00
7322,2019-02-20 07:23:00,2019-02-20 08:33:00,2019-02-20 10:14:00
7331,2019-02-21 07:23:00,2019-02-21 08:31:00,2019-02-21 10:06:00
7340,2019-02-22 07:23:00,2019-02-22 08:33:00,2019-02-22 10:14:00
7349,2019-02-23 07:23:00,2019-02-23 08:33:00,2019-02-23 10:14:00
7358,2019-02-24 07:23:00,2019-02-24 08:32:00,2019-02-24 10:13:00
7367,2019-02-25 07:23:00,2019-02-25 08:32:00,2019-02-25 10:13:00
7376,2019-02-26 07:23:00,2019-02-26 08:32:00,2019-02-26 10:13:00
7385,2019-02-27 07:23:00,2019-02-27 08:32:00,2019-02-27 10:13:00
7394,2019-02-28 07:23:00,2019-02-28 08:29:00,2019-02-28 10:03:00
7403,2019-03-01 07:23:00,2019-03-01 08:31:00,2019-03-01 10:06:00
7412,2019-03-02 07:23:00,2019-03-02 08:32:00,2019-03-02 10:13:00
7421,2019-03-03 07:23:00,2019-03-03 08:32:00,2019-03-03 10:13:00
7430,2019-03-04 07:23:00,2019-03-04 08:33:00,2019-03-04 10:13:00
7439,2019-03-05 07:23:00,2019-03-05 08:33:00,2019-03-05 10:14:00
7448,2019-03-06 07:23:00,2019-03-06 08:33:00,2019-03-06 10:14:00
7457,2019-03-07 07:23:00,2019-03-07 08:33:00,2019-03-07 10:14:00
7466,2019-03-08 07:23:00,2019-03-08 08:33:00,2019-03-08 10:14:00
7475,2019-03-09 07:23:00,2019-03-09 08:33:00,2019-03-09 10:14:00
7484,2019-03-10 07:23:00,2019-03-10 08:29:00,2019-03-10 10:03:00
7493,2019-03-11 07:23:00,2019-03-11 08:31:00,2019-03-11 10:05:00
7502,2019-03-12 07:23:00,2019-03-12 08:27:00,2019-03-12 09:55:00
7510,2019-03-13 04:53:00,2019-03-13 06:00:00,2019-03-13 06:34:00
7519,2019-03-14 04:53:00,2019-03-14 06:02:00,2019-03-14 06:37:00
7528,2019-03-15 04:53:00,2019-03-15 06:02:00,2019-03-15 06:37:00
7537,2019-03-16 04:53:00,2019-03-16 06:02:00,2019-03-16 06:37:00
7546,2019-03-17 04:53:00,2019-03-17 06:01:00,2019-03-17 06:36:00
7555,2019-03-18 04:53:00,2019-03-18 06:02:00,2019-03-18 06:38:00
7564,2019-03-19 04:53:00,2019-03-19 06:03:00,2019-03-19 06:38:00
7573,2019-03-20 04:53:00,2019-03-20 06:03:00,2019-03-20 06:38:00
7582,2019-03-21 04:53:00,2019-03-21 06:03:00,2019-03-21 06:39:00
7591,2019-03-22 04:53:00,2019-03-22 06:01:00,2019-03-22 06:36:00
7600,2019-03-23 04:53:00,2019-03-23 06:01:00,2019-03-23 06:35:00
7609,2019-03-24 04:53:00,2019-03-24 06:01:00,2019-03-24 06:35:00
7618,2019-03-25 04:53:00,2019-03-25 06:02:00,2019-03-25 06:37:00
7627,2019-03-26 04:53:00,2019-03-26 06:02:00,2019-03-26 06:37:00
7636,2019-03-27 04:53:00,2019-03-27 06:02:00,2019-03-27 06:38:00
7645,2019-03-28 04:53:00,2019-03-28 06:02:00,2019-03-28 06:38:00
7654,2019-03-29 04:53:00,2019-03-29 06:02:00,2019-03-29 06:38:00
7661,2019-04-06 04:53:00,2019-04-06 06:02:00,2019-04-06 06:38:00
7671,2019-04-07 07:23:00,2019-04-07 08:22:00,2019-04-07 09:42:00
7679,2019-04-08 04:53:00,2019-04-08 06:02:00,2019-04-08 06:37:00
7688,2019-04-09 04:53:00,2019-04-09 06:03:00,2019-04-09 06:38:00
7697,2019-04-10 04:53:00,2019-04-10 06:02:00,2019-04-10 06:37:00
7706,2019-04-11 04:53:00,2019-04-11 06:03:00,2019-04-11 06:38:00
7715,2019-04-12 04:53:00,2019-04-12 06:02:00,2019-04-12 06:37:00
7724,2019-04-13 04:53:00,2019-04-13 06:03:00,2019-04-13 06:38:00
7733,2019-04-14 04:53:00,2019-04-14 06:00:00,2019-04-14 06:34:00
7742,2019-04-15 04:53:00,2019-04-15 06:03:00,2019-04-15 06:38:00
7751,2019-04-16 04:53:00,2019-04-16 06:03:00,2019-04-16 06:38:00
7760,2019-04-17 04:53:00,2019-04-17 06:02:00,2019-04-17 06:37:00
7769,2019-04-18 04:53:00,2019-04-18 06:02:00,2019-04-18 06:37:00
7778,2019-04-19 04:53:00,2019-04-19 06:03:00,2019-04-19 06:39:00
7787,2019-04-20 04:53:00,2019-04-20 06:03:00,2019-04-20 06:39:00
7796,2019-04-21 04:53:00,2019-04-21 06:03:00,2019-04-21 06:39:00
7807,2019-04-23 04:53:00,2019-04-23 06:02:00,2019-04-23 06:37:00
7816,2019-04-24 04:53:00,2019-04-24 06:02:00,2019-04-24 06:37:00
7825,2019-04-25 04:53:00,2019-04-25 06:02:00,2019-04-25 06:37:00
7834,2019-04-26 04:53:00,2019-04-26 06:02:00,2019-04-26 06:37:00
7843,2019-04-27 04:53:00,2019-04-27 06:02:00,2019-04-27 06:37:00
7852,2019-04-28 04:53:00,2019-04-28 06:02:00,2019-04-28 06:37:00
7861,2019-04-29 04:53:00,2019-04-29 06:02:00,2019-04-29 06:37:00
7870,2019-04-30 04:53:00,2019-04-30 06:03:00,2019-04-30 06:38:00
7879,2019-05-01 04:53:00,2019-05-01 06:03:00,2019-05-01 06:38:00
7888,2019-05-02 04:53:00,2019-05-02 06:03:00,2019-05-02 06:38:00
7897,2019-05-03 04:53:00,2019-05-03 06:03:00,2019-05-03 06:38:00
7906,2019-05-04 04:53:00,2019-05-04 06:03:00,2019-05-04 06:38:00
7915,2019-05-05 04:53:00,2019-05-05 06:03:00,2019-05-05 06:38:00
7924,2019-05-06 04:53:00,2019-05-06 06:03:00,2019-05-06 06:38:00
7933,2019-05-07 04:53:00,2019-05-07 06:03:00,2019-05-07 06:38:00
7942,2019-05-08 04:53:00,2019-05-08 06:02:00,2019-05-08 06:38:00
7951,2019-05-09 04:53:00,2019-05-09 06:02:00,2019-05-09 06:37:00
7960,2019-05-10 04:53:00,2019-05-10 06:02:00,2019-05-10 06:37:00
7969,2019-05-11 04:53:00,2019-05-11 06:02:00,2019-05-11 06:38:00
7978,2019-05-12 04:53:00,2019-05-12 06:02:00,2019-05-12 06:37:00
7987,2019-05-13 04:53:00,2019-05-13 06:02:00,2019-05-13 06:37:00
7996,2019-05-14 04:53:00,2019-05-14 06:02:00,2019-05-14 06:37:00
8005,2019-05-15 04:53:00,2019-05-15 06:02:00,2019-05-15 06:37:00
8014,2019-05-16 04:53:00,2019-05-16 06:02:00,2019-05-16 06:37:00
8023,2019-05-17 04:53:00,2019-05-17 06:03:00,2019-05-17 06:38:00
8032,2019-05-18 04:53:00,2019-05-18 06:03:00,2019-05-18 06:38:00
8041,2019-05-19 04:53:00,2019-05-19 06:03:00,2019-05-19 06:38:00
8050,2019-05-20 04:53:00,2019-05-20 06:03:00,2019-05-20 06:39:00
8059,2019-05-21 04:53:00,2019-05-21 06:02:00,2019-05-21 06:37:00
8068,2019-05-22 04:53:00,2019-05-22 06:03:00,2019-05-22 06:38:00
8077,2019-05-23 04:53:00,2019-05-23 06:02:00,2019-05-23 06:38:00
8086,2019-05-24 04:53:00,2019-05-24 06:03:00,2019-05-24 06:38:00
8095,2019-05-25 04:53:00,2019-05-25 06:00:00,2019-05-25 06:33:00
8104,2019-05-26 04:53:00,2019-05-26 06:03:00,2019-05-26 06:38:00
8113,2019-05-27 04:53:00,2019-05-27 06:02:00,2019-05-27 06:37:00
8122,2019-05-28 04:53:00,2019-05-28 06:02:00,2019-05-28 06:38:00
8131,2019-05-29 04:53:00,2019-05-29 06:03:00,2019-05-29 06:38:00
8140,2019-05-30 04:53:00,2019-05-30 06:03:00,2019-05-30 06:38:00
8149,2019-05-31 04:53:00,2019-05-31 06:03:00,2019-05-31 06:38:00
8158,2019-06-01 04:53:00,2019-06-01 06:03:00,2019-06-01 06:38:00
8167,2019-06-02 04:53:00,2019-06-02 06:03:00,2019-06-02 06:38:00
8176,2019-06-03 04:53:00,2019-06-03 06:03:00,2019-06-03 06:38:00
8185,2019-06-04 04:53:00,2019-06-04 06:03:00,2019-06-04 06:38:00
8194,2019-06-05 04:53:00,2019-06-05 06:03:00,2019-06-05 06:38:00
8203,2019-06-06 04:53:00,2019-06-06 06:03:00,2019-06-06 06:38:00
8210,2019-06-07 04:53:00,2019-06-07 06:02:00,2019-06-07 06:38:00
8219,2019-06-08 04:53:00,2019-06-08 06:02:00,2019-06-08 06:37:00
8228,2019-06-09 04:53:00,2019-06-09 06:02:00,2019-06-09 06:37:00
8237,2019-06-10 04:53:00,2019-06-10 06:02:00,2019-06-10 06:36:00
8246,2019-06-11 04:53:00,2019-06-11 06:02:00,2019-06-11 06:37:00
8255,2019-06-12 04:53:00,2019-06-12 06:03:00,2019-06-12 06:38:00
8264,2019-06-13 04:53:00,2019-06-13 06:03:00,2019-06-13 06:38:00
8290,2019-06-23 07:23:00,2019-06-23 08:28:00,2019-06-23 09:57:00
8298,2019-06-24 04:53:00,2019-06-24 06:01:00,2019-06-24 06:36:00
8306,2019-06-25 04:53:00,2019-06-25 06:02:00,2019-06-25 06:37:00
8315,2019-06-26 04:53:00,2019-06-26 06:02:00,2019-06-26 06:37:00
8324,2019-06-27 04:53:00,2019-06-27 06:02:00,2019-06-27 06:38:00
8333,2019-06-28 04:53:00,2019-06-28 06:03:00,2019-06-28 06:38:00
8341,2019-07-09 04:53:00,2019-07-09 06:03:00,2019-07-09 06:38:00
8350,2019-07-10 04:53:00,2019-07-10 06:03:00,2019-07-10 06:38:00
8359,2019-07-11 04:53:00,2019-07-11 06:03:00,2019-07-11 06:38:00
8368,2019-07-12 04:53:00,2019-07-12 06:03:00,2019-07-12 06:38:00
8377,2019-07-13 04:53:00,2019-07-13 06:03:00,2019-07-13 06:38:00
8386,2019-07-14 04:53:00,2019-07-14 06:02:00,2019-07-14 06:38:00
8395,2019-07-15 04:53:00,2019-07-15 06:02:00,2019-07-15 06:37:00
8404,2019-07-16 04:53:00,2019-07-16 06:02:00,2019-07-16 06:36:00
8413,2019-07-17 04:53:00,2019-07-17 06:00:00,2019-07-17 06:34:00
8422,2019-07-18 04:53:00,2019-07-18 06:00:00,2019-07-18 06:34:00
8431,2019-07-19 04:53:00,2019-07-19 06:01:00,2019-07-19 06:36:00
8440,2019-07-20 04:53:00,2019-07-20 06:02:00,2019-07-20 06:37:00
8449,2019-07-21 04:53:00,2019-07-21 06:02:00,2019-07-21 06:37:00
8458,2019-07-22 04:53:00,2019-07-22 06:02:00,2019-07-22 06:37:00
8467,2019-07-23 04:53:00,2019-07-23 06:02:00,2019-07-23 06:37:00
8476,2019-07-24 04:53:00,2019-07-24 06:01:00,2019-07-24 06:36:00
8485,2019-07-25 04:53:00,2019-07-25 06:02:00,2019-07-25 06:37:00
8493,2019-07-26 04:53:00,2019-07-26 06:01:00,2019-07-26 06:36:00
8501,2019-07-31 04:53:00,2019-07-31 06:01:00,2019-07-31 06:36:00
8510,2019-08-01 04:53:00,2019-08-01 06:03:00,2019-08-01 06:38:00
8519,2019-08-02 04:53:00,2019-08-02 06:03:00,2019-08-02 06:38:00
8528,2019-08-03 04:53:00,2019-08-03 06:02:00,2019-08-03 06:37:00
8537,2019-08-04 04:53:00,2019-08-04 06:01:00,2019-08-04 06:35:00
8546,2019-08-05 04:53:00,2019-08-05 06:01:00,2019-08-05 06:36:00
8555,2019-08-06 04:53:00,2019-08-06 06:00:00,2019-08-06 06:34:00
8563,2019-08-07 04:53:00,2019-08-07 06:00:00,2019-08-07 06:34:00
8572,2019-08-08 04:53:00,2019-08-08 06:01:00,2019-08-08 06:36:00
8581,2019-08-09 04:53:00,2019-08-09 06:02:00,2019-08-09 06:37:00
8590,2019-08-10 04:53:00,2019-08-10 06:02:00,2019-08-10 06:37:00
8599,2019-08-11 04:53:00,2019-08-11 06:03:00,2019-08-11 06:38:00
8608,2019-08-12 04:53:00,2019-08-12 06:03:00,2019-08-12 06:39:00
8617,2019-08-13 04:53:00,2019-08-13 06:04:00,2019-08-13 06:40:00
8626,2019-08-14 04:53:00,2019-08-14 06:03:00,2019-08-14 06:39:00
8635,2019-08-15 04:53:00,2019-08-15 06:03:00,2019-08-15 06:38:00
8644,2019-08-16 04:53:00,2019-08-16 06:03:00,2019-08-16 06:38:00
8659,2019-08-22 07:23:00,2019-08-22 08:31:00,2019-08-22 10:06:00
8667,2019-08-23 04:53:00,2019-08-23 06:01:00,2019-08-23 06:36:00
8676,2019-08-24 04:53:00,2019-08-24 06:02:00,2019-08-24 06:37:00
8685,2019-08-25 04:53:00,2019-08-25 06:02:00,2019-08-25 06:38:00
8694,2019-08-26 04:53:00,2019-08-26 06:00:00,2019-08-26 06:35:00
8704,2019-08-27 04:53:00,2019-08-27 06:00:00,2019-08-27 06:35:00
8713,2019-08-28 04:53:00,2019-08-28 06:03:00,2019-08-28 06:38:00
8722,2019-08-29 04:53:00,2019-08-29 06:01:00,2019-08-29 06:36:00
8731,2019-08-30 04:53:00,2019-08-30 06:02:00,2019-08-30 06:37:00
8740,2019-08-31 04:53:00,2019-08-31 06:01:00,2019-08-31 06:36:00
8749,2019-09-01 04:53:00,2019-09-01 06:01:00,2019-09-01 06:36:00
8758,2019-09-02 04:53:00,2019-09-02 06:01:00,2019-09-02 06:36:00
8767,2019-09-03 04:53:00,2019-09-03 06:00:00,2019-09-03 06:34:00
8777,2019-09-04 07:23:00,2019-09-04 08:29:00,2019-09-04 10:03:00
8785,2019-09-05 04:53:00,2019-09-05 06:01:00,2019-09-05 06:35:00
8793,2019-09-06 04:53:00,2019-09-06 06:02:00,2019-09-06 06:37:00
8802,2019-09-07 04:53:00,2019-09-07 06:01:00,2019-09-07 06:36:00
8811,2019-09-08 04:53:00,2019-09-08 06:01:00,2019-09-08 06:35:00
8820,2019-09-09 04:53:00,2019-09-09 06:01:00,2019-09-09 06:36:00
8829,2019-09-10 04:53:00,2019-09-10 06:01:00,2019-09-10 06:35:00
8838,2019-09-11 04:53:00,2019-09-11 06:01:00,2019-09-11 06:35:00
8847,2019-09-12 04:53:00,2019-09-12 06:01:00,2019-09-12 06:36:00
8856,2019-09-13 04:53:00,2019-09-13 06:01:00,2019-09-13 06:35:00
8859,2019-09-14 04:53:00,2019-09-14 06:01:00,2019-09-14 06:36:00
8868,2019-09-15 04:53:00,2019-09-15 06:01:00,2019-09-15 06:36:00
8877,2019-09-16 04:53:00,2019-09-16 06:02:00,2019-09-16 06:38:00
8886,2019-09-17 04:53:00,2019-09-17 06:01:00,2019-09-17 06:35:00
8895,2019-09-18 04:53:00,2019-09-18 06:01:00,2019-09-18 06:36:00
8904,2019-09-19 04:53:00,2019-09-19 06:02:00,2019-09-19 06:37:00
8913,2019-09-20 04:53:00,2019-09-20 06:00:00,2019-09-20 06:34:00
8922,2019-09-21 04:53:00,2019-09-21 06:01:00,2019-09-21 06:35:00
8931,2019-09-22 04:53:00,2019-09-22 06:01:00,2019-09-22 06:36:00
8940,2019-09-23 04:53:00,2019-09-23 06:01:00,2019-09-23 06:35:00
8949,2019-09-24 04:53:00,2019-09-24 06:01:00,2019-09-24 06:36:00
8958,2019-09-25 04:53:00,2019-09-25 06:02:00,2019-09-25 06:37:00
8967,2019-09-26 04:53:00,2019-09-26 06:02:00,2019-09-26 06:37:00
8976,2019-09-27 04:53:00,2019-09-27 06:02:00,2019-09-27 06:38:00
8994,2020-08-05 07:23:00,2020-08-05 08:30:00,2020-08-05 10:05:00
9003,2020-08-06 07:23:00,2020-08-06 08:30:00,2020-08-06 10:04:00
9012,2020-08-07 07:23:00,2020-08-07 08:29:00,2020-08-07 10:04:00
9021,2020-08-08 07:23:00,2020-08-08 08:29:00,2020-08-08 10:04:00
9030,2020-08-09 07:23:00,2020-08-09 08:29:00,2020-08-09 10:03:00
9039,2020-08-10 07:23:00,2020-08-10 08:29:00,2020-08-10 10:03:00
9048,2020-08-11 07:23:00,2020-08-11 08:29:00,2020-08-11 10:03:00
9057,2020-08-12 07:23:00,2020-08-12 08:29:00,2020-08-12 10:03:00
9065,2020-08-13 04:53:00,2020-08-13 06:00:00,2020-08-13 06:33:00
9074,2020-08-14 04:53:00,2020-08-14 06:00:00,2020-08-14 06:34:00
9083,2020-08-15 04:53:00,2020-08-15 06:00:00,2020-08-15 06:34:00
9092,2020-08-16 04:53:00,2020-08-16 06:00:00,2020-08-16 06:33:00
9101,2020-08-17 04:53:00,2020-08-17 06:00:00,2020-08-17 06:34:00
9111,2020-08-21 07:23:00,2020-08-21 08:30:00,2020-08-21 10:05:00
9120,2020-08-22 07:23:00,2020-08-22 08:31:00,2020-08-22 10:06:00
9129,2020-08-23 07:23:00,2020-08-23 08:29:00,2020-08-23 10:04:00
