profile,start,peak,end
5888,2018-08-03 18:13:00,2018-08-03 19:22:00,2018-08-03 19:57:00
5897,2018-08-04 18:13:00,2018-08-04 19:22:00,2018-08-04 19:58:00
5906,2018-08-05 18:13:00,2018-08-05 19:23:00,2018-08-05 19:58:00
5915,2018-08-06 18:13:00,2018-08-06 19:23:00,2018-08-06 19:58:00
5923,2018-08-07 18:13:00,2018-08-07 19:23:00,2018-08-07 19:58:00
5932,2018-08-08 18:13:00,2018-08-08 19:22:00,2018-08-08 19:57:00
5940,2018-08-09 18:13:00,2018-08-09 19:22:00,2018-08-09 19:57:00
5949,2018-08-10 18:13:00,2018-08-10 19:21:00,2018-08-10 19:56:00
5950,2018-08-15 18:13:00,2018-08-15 19:20:00,2018-08-15 19:55:00
5959,2018-08-16 18:58:00,2018-08-16 19:10:00,2018-08-16 19:40:00
5969,2018-08-17 18:13:00,2018-08-17 19:18:00,2018-08-17 19:50:00
5978,2018-08-18 18:13:00,2018-08-18 19:17:00,2018-08-18 19:50:00
5987,2018-08-19 18:13:00,2018-08-19 19:20:00,2018-08-19 19:54:00
5996,2018-08-20 18:13:00,2018-08-20 19:21:00,2018-08-20 19:56:00
6005,2018-08-21 18:13:00,2018-08-21 19:22:00,2018-08-21 19:56:00
6011,2018-09-07 18:13:00,2018-09-07 19:22:00,2018-09-07 19:58:00
6020,2018-09-08 18:13:00,2018-09-08 19:22:00,2018-09-08 19:57:00
6029,2018-09-09 18:13:00,2018-09-09 19:22:00,2018-09-09 19:56:00
6038,2018-09-10 18:13:00,2018-09-10 19:21:00,2018-09-10 19:55:00
6047,2018-09-11 18:13:00,2018-09-11 19:19:00,2018-09-11 19:52:00
6056,2018-09-12 18:13:00,2018-09-12 19:21:00,2018-09-12 19:55:00
6071,2018-09-15 18:13:00,2018-09-15 19:17:00,2018-09-15 19:50:00
6080,2018-09-16 18:13:00,2018-09-16 19:16:00,2018-09-16 19:47:00
6089,2018-09-17 18:13:00,2018-09-17 19:16:00,2018-09-17 19:47:00
6098,2018-10-03 18:13:00,2018-10-03 19:20:00,2018-10-03 19:54:00
6107,2018-10-04 18:13:00,2018-10-04 19:18:00,2018-10-04 19:51:00
6116,2018-10-05 18:13:00,2018-10-05 19:21:00,2018-10-05 19:55:00
6125,2018-10-06 18:13:00,2018-10-06 19:17:00,2018-10-06 19:50:00
6134,2018-10-07 18:13:00,2018-10-07 19:17:00,2018-10-07 19:49:00
6143,2018-10-08 18:13:00,2018-10-08 19:21:00,2018-10-08 19:55:00
6152,2018-10-09 18:13:00,2018-10-09 19:22:00,2018-10-09 19:57:00
6161,2018-10-10 18:13:00,2018-10-10 19:22:00,2018-10-10 19:57:00
6170,2018-10-11 18:13:00,2018-10-11 19:22:00,2018-10-11 19:56:00
6179,2018-10-12 18:13:00,2018-10-12 19:20:00,2018-10-12 19:54:00
6188,2018-10-13 18:13:00,2018-10-13 19:19:00,2018-10-13 19:52:00
6197,2018-10-14 18:13:00,2018-10-14 19:19:00,2018-10-14 19:52:00
6205,2018-10-15 15:48:00,2018-10-15 20:19:00,2018-10-15 20:33:00
6213,2018-10-16 18:13:00,2018-10-16 19:19:00,2018-10-16 19:53:00
6222,2018-10-17 18:13:00,2018-10-17 19:12:00,2018-10-17 19:43:00
6235,2018-10-20 18:13:00,2018-10-20 19:21:00,2018-10-20 19:56:00
6244,2018-10-21 18:13:00,2018-10-21 19:20:00,2018-10-21 19:54:00
6253,2018-10-22 18:13:00,2018-10-22 19:17:00,2018-10-22 19:50:00
6262,2018-10-23 18:13:00,2018-10-23 19:17:00,2018-10-23 19:49:00
6271,2018-10-24 18:13:00,2018-10-24 19:18:00,2018-10-24 19:51:00
6280,2018-10-25 18:13:00,2018-10-25 19:18:00,2018-10-25 19:51:00
6289,2018-10-26 18:13:00,2018-10-26 19:18:00,2018-10-26 19:52:00
6298,2018-10-27 18:13:00,2018-10-27 19:20:00,2018-10-27 19:55:00
6307,2018-10-28 18:13:00,2018-10-28 19:20:00,2018-10-28 19:54:00
6316,2018-10-29 18:13:00,2018-10-29 19:16:00,2018-10-29 19:48:00
6325,2018-10-30 18:13:00,2018-10-30 19:20:00,2018-10-30 19:55:00
6334,2018-10-31 18:13:00,2018-10-31 19:20:00,2018-10-31 19:54:00
6343,2018-11-01 18:13:00,2018-11-01 19:20:00,2018-11-01 19:55:00
6352,2018-11-02 18:13:00,2018-11-02 19:22:00,2018-11-02 19:56:00
6361,2018-11-03 18:13:00,2018-11-03 19:22:00,2018-11-03 19:57:00
6370,2018-11-04 18:13:00,2018-11-04 19:22:00,2018-11-04 19:58:00
6379,2018-11-05 18:13:00,2018-11-05 19:21:00,2018-11-05 19:56:00
6388,2018-11-06 18:13:00,2018-11-06 19:21:00,2018-11-06 19:55:00
6397,2018-11-07 18:13:00,2018-11-07 19:23:00,2018-11-07 19:58:00
6412,2018-11-09 18:13:00,2018-11-09 19:23:00,2018-11-09 19:59:00
6421,2018-11-10 18:13:00,2018-11-10 19:23:00,2018-11-10 19:59:00
6430,2018-11-11 18:13:00,2018-11-11 19:23:00,2018-11-11 19:58:00
6439,2018-11-12 18:13:00,2018-11-12 19:23:00,2018-11-12 19:58:00
6448,2018-11-13 18:13:00,2018-11-13 19:22:00,2018-11-13 19:56:00
6457,2018-11-14 18:13:00,2018-11-14 19:18:00,2018-11-14 19:51:00
6466,2018-11-15 18:13:00,2018-11-15 19:17:00,2018-11-15 19:49:00
6475,2018-11-16 18:13:00,2018-11-16 19:21:00,2018-11-16 19:55:00
6484,2018-11-17 18:13:00,2018-11-17 19:18:00,2018-11-17 19:51:00
6493,2018-11-18 18:13:00,2018-11-18 19:21:00,2018-11-18 19:55:00
6502,2018-11-19 18:13:00,2018-11-19 19:23:00,2018-11-19 19:58:00
6508,2018-11-20 18:13:00,2018-11-20 19:22:00,2018-11-20 19:57:00
6517,2018-11-21 18:13:00,2018-11-21 19:20:00,2018-11-21 19:54:00
6526,2018-11-22 18:13:00,2018-11-22 19:19:00,2018-11-22 19:53:00
6535,2018-11-23 18:13:00,2018-11-23 19:21:00,2018-11-23 19:56:00
6544,2018-11-24 18:13:00,2018-11-24 19:23:00,2018-11-24 19:58:00
6553,2018-11-25 18:13:00,2018-11-25 19:23:00,2018-11-25 19:58:00
6562,2018-11-26 18:13:00,2018-11-26 19:15:00,2018-11-26 19:47:00
6571,2018-11-27 18:13:00,2018-11-27 19:05:00,2018-11-27 19:32:00
6580,2018-11-28 18:13:00,2018-11-28 19:06:00,2018-11-28 19:33:00
6596,2018-11-30 18:13:00,2018-11-30 19:20:00,2018-11-30 19:54:00
6605,2018-12-01 18:13:00,2018-12-01 19:20:00,2018-12-01 19:54:00
6614,2018-12-02 18:13:00,2018-12-02 19:21:00,2018-12-02 19:55:00
6623,2018-12-03 18:13:00,2018-12-03 19:22:00,2018-12-03 19:57:00
6632,2018-12-04 18:13:00,2018-12-04 19:22:00,2018-12-04 19:58:00
6641,2018-12-05 18:13:00,2018-12-05 19:21:00,2018-12-05 19:55:00
6651,2018-12-06 20:43:00,2018-12-06 21:28:00,2018-12-06 22:21:00
6659,2018-12-07 18:13:00,2018-12-07 19:13:00,2018-12-07 19:43:00
6668,2018-12-08 18:13:00,2018-12-08 19:21:00,2018-12-08 19:55:00
6677,2018-12-09 18:13:00,2018-12-09 19:20:00,2018-12-09 19:53:00
6686,2018-12-10 18:13:00,2018-12-10 19:15:00,2018-12-10 19:46:00
6695,2018-12-11 18:13:00,2018-12-11 19:20:00,2018-12-11 19:55:00
6704,2018-12-12 18:13:00,2018-12-12 19:12:00,2018-12-12 19:42:00
6713,2018-12-13 18:13:00,2018-12-13 19:05:00,2018-12-13 19:31:00
6722,2018-12-14 18:13:00,2018-12-14 19:08:00,2018-12-14 19:35:00
6731,2018-12-15 18:13:00,2018-12-15 19:20:00,2018-12-15 19:54:00
6740,2018-12-16 18:13:00,2018-12-16 19:07:00,2018-12-16 19:34:00
6750,2018-12-17 20:43:00,2018-12-17 21:15:00,2018-12-17 21:47:00
6758,2018-12-18 18:13:00,2018-12-18 19:19:00,2018-12-18 19:53:00
6767,2018-12-19 18:13:00,2018-12-19 19:16:00,2018-12-19 19:48:00
6776,2018-12-20 18:13:00,2018-12-20 19:15:00,2018-12-20 19:46:00
6785,2018-12-21 18:13:00,2018-12-21 19:23:00,2018-12-21 19:59:00
6794,2018-12-22 18:13:00,2018-12-22 19:23:00,2018-12-22 19:59:00
6803,2018-12-23 18:13:00,2018-12-23 19:17:00,2018-12-23 19:50:00
6812,2018-12-24 18:13:00,2018-12-24 19:23:00,2018-12-24 19:58:00
6821,2018-12-25 18:13:00,2018-12-25 19:23:00,2018-12-25 19:59:00
6830,2018-12-26 18:13:00,2018-12-26 19:23:00,2018-12-26 19:59:00
6839,2018-12-27 18:13:00,2018-12-27 19:23:00,2018-12-27 19:58:00
6848,2018-12-28 18:13:00,2018-12-28 19:22:00,2018-12-28 19:57:00
6857,2018-12-29 18:13:00,2018-12-29 19:20:00,2018-12-29 19:54:00
6866,2018-12-30 18:13:00,2018-12-30 19:22:00,2018-12-30 19:57:00
6875,2018-12-31 18:13:00,2018-12-31 19:22:00,2018-12-31 19:57:00
6884,2019-01-01 18:13:00,2019-01-01 19:22:00,2019-01-01 19:57:00
6893,2019-01-02 18:13:00,2019-01-02 19:22:00,2019-01-02 19:57:00
6902,2019-01-03 18:13:00,2019-01-03 19:20:00,2019-01-03 19:55:00
6911,2019-01-04 18:13:00,2019-01-04 19:15:00,2019-01-04 19:46:00
6920,2019-01-05 18:13:00,2019-01-05 19:22:00,2019-01-05 19:57:00
6929,2019-01-06 18:13:00,2019-01-06 19:22:00,2019-01-06 19:57:00
6938,2019-01-07 18:13:00,2019-01-07 19:23:00,2019-01-07 19:59:00
6947,2019-01-08 18:13:00,2019-01-08 19:18:00,2019-01-08 19:51:00
6956,2019-01-09 18:13:00,2019-01-09 19:08:00,2019-01-09 19:36:00
6965,2019-01-10 18:13:00,2019-01-10 19:23:00,2019-01-10 19:59:00
6974,2019-01-11 18:13:00,2019-01-11 19:17:00,2019-01-11 19:49:00
6983,2019-01-12 18:13:00,2019-01-12 19:23:00,2019-01-12 19:58:00
6992,2019-01-13 18:13:00,2019-01-13 19:20:00,2019-01-13 19:54:00
7001,2019-01-14 18:13:00,2019-01-14 19:19:00,2019-01-14 19:52:00
7010,2019-01-15 18:13:00,2019-01-15 19:22:00,2019-01-15 19:57:00
7019,2019-01-16 18:13:00,2019-01-16 19:21:00,2019-01-16 19:55:00
7028,2019-01-17 18:13:00,2019-01-17 19:13:00,2019-01-17 19:43:00
7037,2019-01-18 18:13:00,2019-01-18 19:20:00,2019-01-18 19:53:00
7046,2019-01-19 18:13:00,2019-01-19 19:16:00,2019-01-19 19:47:00
7055,2019-01-20 18:13:00,2019-01-20 19:23:00,2019-01-20 19:58:00
7064,2019-01-21 18:13:00,2019-01-21 19:23:00,2019-01-21 19:59:00
7073,2019-01-22 18:13:00,2019-01-22 19:23:00,2019-01-22 19:59:00
7082,2019-01-23 18:13:00,2019-01-23 19:22:00,2019-01-23 19:57:00
7091,2019-01-24 18:13:00,2019-01-24 19:23:00,2019-01-24 19:58:00
7100,2019-01-25 18:13:00,2019-01-25 19:21:00,2019-01-25 19:56:00
7109,2019-01-26 18:13:00,2019-01-26 19:22:00,2019-01-26 19:57:00
7118,2019-01-27 18:13:00,2019-01-27 19:22:00,2019-01-27 19:57:00
7127,2019-01-28 18:13:00,2019-01-28 19:22:00,2019-01-28 19:57:00
7136,2019-01-29 18:13:00,2019-01-29 19:22:00,2019-01-29 19:57:00
7145,2019-01-30 18:13:00,2019-01-30 19:21:00,2019-01-30 19:56:00
7154,2019-01-31 18:13:00,2019-01-31 19:22:00,2019-01-31 19:58:00
7155,2019-02-01 18:12:00,2019-02-01 19:20:00,2019-02-01 19:54:00
7164,2019-02-02 18:13:00,2019-02-02 19:22:00,2019-02-02 19:56:00
7173,2019-02-03 18:13:00,2019-02-03 19:23:00,2019-02-03 19:58:00
7182,2019-02-04 18:13:00,2019-02-04 19:21:00,2019-02-04 19:55:00
7191,2019-02-05 18:13:00,2019-02-05 19:23:00,2019-02-05 19:58:00
7200,2019-02-06 18:13:00,2019-02-06 19:23:00,2019-02-06 19:58:00
7209,2019-02-07 18:13:00,2019-02-07 19:23:00,2019-02-07 19:59:00
7218,2019-02-08 18:13:00,2019-02-08 19:23:00,2019-02-08 19:58:00
7227,2019-02-09 18:13:00,2019-02-09 19:19:00,2019-02-09 19:52:00
7236,2019-02-10 18:13:00,2019-02-10 19:21:00,2019-02-10 19:55:00
7245,2019-02-11 18:13:00,2019-02-11 19:22:00,2019-02-11 19:57:00
7254,2019-02-12 18:13:00,2019-02-12 19:21:00,2019-02-12 19:56:00
7263,2019-02-13 18:13:00,2019-02-13 19:22:00,2019-02-13 19:57:00
7272,2019-02-14 18:13:00,2019-02-14 19:21:00,2019-02-14 19:56:00
7281,2019-02-15 18:13:00,2019-02-15 19:15:00,2019-02-15 19:47:00
7290,2019-02-16 18:13:00,2019-02-16 19:21:00,2019-02-16 19:56:00
7299,2019-02-17 18:13:00,2019-02-17 19:23:00,2019-02-17 19:58:00
7308,2019-02-18 18:13:00,2019-02-18 19:22:00,2019-02-18 19:57:00
7317,2019-02-19 18:13:00,2019-02-19 19:23:00,2019-02-19 19:59:00
7326,2019-02-20 18:13:00,2019-02-20 19:20:00,2019-02-20 19:55:00
7335,2019-02-21 18:13:00,2019-02-21 19:23:00,2019-02-21 19:58:00
7344,2019-02-22 18:13:00,2019-02-22 19:23:00,2019-02-22 19:58:00
7353,2019-02-23 18:13:00,2019-02-23 19:22:00,2019-02-23 19:57:00
7362,2019-02-24 18:13:00,2019-02-24 19:22:00,2019-02-24 19:57:00
7371,2019-02-25 18:13:00,2019-02-25 19:22:00,2019-02-25 19:57:00
7380,2019-02-26 18:13:00,2019-02-26 19:22:00,2019-02-26 19:57:00
7389,2019-02-27 18:13:00,2019-02-27 19:22:00,2019-02-27 19:57:00
7398,2019-02-28 18:13:00,2019-02-28 19:19:00,2019-02-28 19:53:00
7407,2019-03-01 18:13:00,2019-03-01 19:22:00,2019-03-01 19:57:00
7416,2019-03-02 18:13:00,2019-03-02 19:23:00,2019-03-02 19:58:00
7425,2019-03-03 18:13:00,2019-03-03 19:23:00,2019-03-03 19:58:00
7434,2019-03-04 18:13:00,2019-03-04 19:23:00,2019-03-04 19:58:00
7443,2019-03-05 18:13:00,2019-03-05 19:23:00,2019-03-05 19:58:00
7452,2019-03-06 18:13:00,2019-03-06 19:23:00,2019-03-06 19:58:00
7461,2019-03-07 18:13:00,2019-03-07 19:23:00,2019-03-07 19:58:00
7470,2019-03-08 18:13:00,2019-03-08 19:23:00,2019-03-08 19:58:00
7479,2019-03-09 18:13:00,2019-03-09 19:23:00,2019-03-09 19:58:00
7488,2019-03-10 18:13:00,2019-03-10 19:18:00,2019-03-10 19:51:00
7497,2019-03-11 18:13:00,2019-03-11 19:22:00,2019-03-11 19:56:00
7506,2019-03-12 18:13:00,2019-03-12 19:18:00,2019-03-12 19:51:00
7515,2019-03-13 18:13:00,2019-03-13 19:20:00,2019-03-13 19:54:00
7524,2019-03-14 18:13:00,2019-03-14 19:22:00,2019-03-14 19:57:00
7533,2019-03-15 18:13:00,2019-03-15 19:22:00,2019-03-15 19:57:00
7542,2019-03-16 18:13:00,2019-03-16 19:22:00,2019-03-16 19:57:00
7551,2019-03-17 18:13:00,2019-03-17 19:22:00,2019-03-17 19:56:00
7560,2019-03-18 18:13:00,2019-03-18 19:23:00,2019-03-18 19:58:00
7569,2019-03-19 18:13:00,2019-03-19 19:22:00,2019-03-19 19:57:00
7578,2019-03-20 18:13:00,2019-03-20 19:23:00,2019-03-20 19:58:00
7587,2019-03-21 18:13:00,2019-03-21 19:23:00,2019-03-21 19:59:00
7596,2019-03-22 18:13:00,2019-03-22 19:19:00,2019-03-22 19:53:00
7605,2019-03-23 18:13:00,2019-03-23 19:20:00,2019-03-23 19:55:00
7614,2019-03-24 18:13:00,2019-03-24 19:22:00,2019-03-24 19:58:00
7623,2019-03-25 18:13:00,2019-03-25 19:22:00,2019-03-25 19:57:00
7632,2019-03-26 18:13:00,2019-03-26 19:22:00,2019-03-26 19:57:00
7641,2019-03-27 18:13:00,2019-03-27 19:22:00,2019-03-27 19:57:00
7650,2019-03-28 18:13:00,2019-03-28 19:21:00,2019-03-28 19:56:00
7666,2019-04-06 18:13:00,2019-04-06 19:14:00,2019-04-06 19:45:00
7675,2019-04-07 18:13:00,2019-04-07 19:18:00,2019-04-07 19:51:00
7684,2019-04-08 18:13:00,2019-04-08 19:22:00,2019-04-08 19:57:00
7693,2019-04-09 18:13:00,2019-04-09 19:22:00,2019-04-09 19:57:00
7702,2019-04-10 18:13:00,2019-04-10 19:22:00,2019-04-10 19:57:00
7711,2019-04-11 18:13:00,2019-04-11 19:22:00,2019-04-11 19:57:00
7720,2019-04-12 18:13:00,2019-04-12 19:22:00,2019-04-12 19:57:00
7729,2019-04-13 18:13:00,2019-04-13 19:19:00,2019-04-13 19:52:00
7738,2019-04-14 18:13:00,2019-04-14 19:16:00,2019-04-14 19:48:00
7747,2019-04-15 18:13:00,2019-04-15 19:22:00,2019-04-15 19:57:00
7756,2019-04-16 18:13:00,2019-04-16 19:22:00,2019-04-16 19:57:00
7765,2019-04-17 18:13:00,2019-04-17 19:22:00,2019-04-17 19:56:00
7774,2019-04-18 18:13:00,2019-04-18 19:23:00,2019-04-18 19:58:00
7783,2019-04-19 18:13:00,2019-04-19 19:23:00,2019-04-19 19:59:00
7792,2019-04-20 18:13:00,2019-04-20 19:23:00,2019-04-20 19:59:00
7801,2019-04-21 18:13:00,2019-04-21 19:23:00,2019-04-21 19:59:00
7803,2019-04-22 18:13:00,2019-04-22 19:23:00,2019-04-22 19:58:00
7812,2019-04-23 18:13:00,2019-04-23 19:22:00,2019-04-23 19:57:00
7821,2019-04-24 18:13:00,2019-04-24 19:22:00,2019-04-24 19:57:00
7830,2019-04-25 18:13:00,2019-04-25 19:22:00,2019-04-25 19:57:00
7839,2019-04-26 18:13:00,2019-04-26 19:22:00,2019-04-26 19:57:00
7848,2019-04-27 18:13:00,2019-04-27 19:22:00,2019-04-27 19:57:00
7857,2019-04-28 18:13:00,2019-04-28 19:22:00,2019-04-28 19:56:00
7866,2019-04-29 18:13:00,2019-04-29 19:22:00,2019-04-29 19:57:00
7875,2019-04-30 18:13:00,2019-04-30 19:23:00,2019-04-30 19:58:00
7884,2019-05-01 18:13:00,2019-05-01 19:23:00,2019-05-01 19:58:00
7893,2019-05-02 18:13:00,2019-05-02 19:23:00,2019-05-02 19:58:00
7902,2019-05-03 18:13:00,2019-05-03 19:23:00,2019-05-03 19:58:00
7911,2019-05-04 18:13:00,2019-05-04 19:23:00,2019-05-04 19:58:00
7920,2019-05-05 18:13:00,2019-05-05 19:23:00,2019-05-05 19:58:00
7929,2019-05-06 18:13:00,2019-05-06 19:22:00,2019-05-06 19:58:00
7938,2019-05-07 18:13:00,2019-05-07 19:23:00,2019-05-07 19:58:00
7947,2019-05-08 18:13:00,2019-05-08 19:22:00,2019-05-08 19:57:00
7956,2019-05-09 18:13:00,2019-05-09 19:22:00,2019-05-09 19:57:00
7965,2019-05-10 18:13:00,2019-05-10 19:22:00,2019-05-10 19:57:00
7974,2019-05-11 18:13:00,2019-05-11 19:22:00,2019-05-11 19:57:00
7983,2019-05-12 18:13:00,2019-05-12 19:22:00,2019-05-12 19:57:00
7992,2019-05-13 18:13:00,2019-05-13 19:22:00,2019-05-13 19:57:00
8001,2019-05-14 18:13:00,2019-05-14 19:22:00,2019-05-14 19:56:00
8010,2019-05-15 18:13:00,2019-05-15 19:21:00,2019-05-15 19:56:00
8019,2019-05-16 18:13:00,2019-05-16 19:23:00,2019-05-16 19:58:00
8028,2019-05-17 18:13:00,2019-05-17 19:23:00,2019-05-17 19:58:00
8037,2019-05-18 18:13:00,2019-05-18 19:23:00,2019-05-18 19:58:00
8046,2019-05-19 18:13:00,2019-05-19 19:23:00,2019-05-19 19:58:00
8055,2019-05-20 18:13:00,2019-05-20 19:23:00,2019-05-20 19:58:00
8064,2019-05-21 18:13:00,2019-05-21 19:20:00,2019-05-21 19:55:00
8073,2019-05-22 18:13:00,2019-05-22 19:23:00,2019-05-22 19:58:00
8082,2019-05-23 18:13:00,2019-05-23 19:22:00,2019-05-23 19:57:00
8091,2019-05-24 18:13:00,2019-05-24 19:22:00,2019-05-24 19:57:00
8100,2019-05-25 18:13:00,2019-05-25 19:22:00,2019-05-25 19:56:00
8109,2019-05-26 18:13:00,2019-05-26 19:22:00,2019-05-26 19:57:00
8118,2019-05-27 18:13:00,2019-05-27 19:22:00,2019-05-27 19:57:00
8127,2019-05-28 18:13:00,2019-05-28 19:22:00,2019-05-28 19:57:00
8136,2019-05-29 18:13:00,2019-05-29 19:22:00,2019-05-29 19:58:00
8145,2019-05-30 18:13:00,2019-05-30 19:22:00,2019-05-30 19:57:00
8154,2019-05-31 18:13:00,2019-05-31 19:22:00,2019-05-31 19:58:00
8163,2019-06-01 18:13:00,2019-06-01 19:22:00,2019-06-01 19:58:00
8172,2019-06-02 18:13:00,2019-06-02 19:23:00,2019-06-02 19:58:00
8181,2019-06-03 18:13:00,2019-06-03 19:23:00,2019-06-03 19:58:00
8190,2019-06-04 18:13:00,2019-06-04 19:22:00,2019-06-04 19:58:00
8199,2019-06-05 18:13:00,2019-06-05 19:22:00,2019-06-05 19:58:00
8215,2019-06-07 18:13:00,2019-06-07 19:22:00,2019-06-07 19:57:00
8224,2019-06-08 18:13:00,2019-06-08 19:22:00,2019-06-08 19:57:00
8233,2019-06-09 18:13:00,2019-06-09 19:22:00,2019-06-09 19:57:00
8242,2019-06-10 18:13:00,2019-06-10 19:22:00,2019-06-10 19:57:00
8251,2019-06-11 18:13:00,2019-06-11 19:22:00,2019-06-11 19:57:00
8260,2019-06-12 18:13:00,2019-06-12 19:23:00,2019-06-12 19:58:00
8269,2019-06-13 18:13:00,2019-06-13 19:22:00,2019-06-13 19:58:00
8278,2019-06-18 18:40:00,2019-06-18 18:55:00,2019-06-18 19:24:00
8282,2019-06-19 18:57:00,2019-06-19 19:26:00,2019-06-19 19:54:00
8294,2019-06-23 18:13:00,2019-06-23 19:18:00,2019-06-23 19:51:00
8303,2019-06-24 18:13:00,2019-06-24 19:21:00,2019-06-24 19:56:00
8311,2019-06-25 18:13:00,2019-06-25 19:22:00,2019-06-25 19:57:00
8320,2019-06-26 18:13:00,2019-06-26 19:22:00,2019-06-26 19:57:00
8329,2019-06-27 18:13:00,2019-06-27 19:23:00,2019-06-27 19:58:00
8338,2019-06-28 18:13:00,2019-06-28 19:23:00,2019-06-28 19:58:00
8346,2019-07-09 18:13:00,2019-07-09 19:23:00,2019-07-09 19:58:00
8355,2019-07-10 18:13:00,2019-07-10 19:23:00,2019-07-10 19:58:00
8364,2019-07-11 18:13:00,2019-07-11 19:23:00,2019-07-11 19:58:00
8373,2019-07-12 18:13:00,2019-07-12 19:23:00,2019-07-12 19:58:00
8382,2019-07-13 18:13:00,2019-07-13 19:22:00,2019-07-13 19:58:00
8391,2019-07-14 18:13:00,2019-07-14 19:22:00,2019-07-14 19:58:00
8400,2019-07-15 18:13:00,2019-07-15 19:21:00,2019-07-15 19:56:00
8409,2019-07-16 18:13:00,2019-07-16 19:20:00,2019-07-16 19:55:00
8418,2019-07-17 18:13:00,2019-07-17 19:18:00,2019-07-17 19:51:00
8427,2019-07-18 18:13:00,2019-07-18 19:21:00,2019-07-18 19:55:00
8436,2019-07-19 18:13:00,2019-07-19 19:22:00,2019-07-19 19:57:00
8445,2019-07-20 18:13:00,2019-07-20 19:22:00,2019-07-20 19:56:00
8454,2019-07-21 18:13:00,2019-07-21 19:21:00,2019-07-21 19:56:00
8463,2019-07-22 18:13:00,2019-07-22 19:22:00,2019-07-22 19:56:00
8472,2019-07-23 18:13:00,2019-07-23 19:22:00,2019-07-23 19:57:00
8481,2019-07-24 18:13:00,2019-07-24 19:22:00,2019-07-24 19:57:00
8489,2019-07-25 18:13:00,2019-07-25 19:21:00,2019-07-25 19:55:00
8497,2019-07-30 18:13:00,2019-07-30 19:21:00,2019-07-30 19:56:00
8506,2019-07-31 18:13:00,2019-07-31 19:21:00,2019-07-31 19:55:00
8515,2019-08-01 18:13:00,2019-08-01 19:21:00,2019-08-01 19:56:00
8524,2019-08-02 18:13:00,2019-08-02 19:22:00,2019-08-02 19:57:00
8533,2019-08-03 18:13:00,2019-08-03 19:21:00,2019-08-03 19:55:00
8542,2019-08-04 18:13:00,2019-08-04 19:22:00,2019-08-04 19:56:00
8551,2019-08-05 18:13:00,2019-08-05 19:21:00,2019-08-05 19:55:00
8559,2019-08-06 18:13:00,2019-08-06 19:20:00,2019-08-06 19:54:00
8568,2019-08-07 18:13:00,2019-08-07 19:21:00,2019-08-07 19:55:00
8577,2019-08-08 18:13:00,2019-08-08 19:21:00,2019-08-08 19:56:00
8586,2019-08-09 18:13:00,2019-08-09 19:22:00,2019-08-09 19:56:00
8595,2019-08-10 18:13:00,2019-08-10 19:23:00,2019-08-10 19:58:00
8604,2019-08-11 18:13:00,2019-08-11 19:23:00,2019-08-11 19:58:00
8613,2019-08-12 18:13:00,2019-08-12 19:23:00,2019-08-12 19:59:00
8622,2019-08-13 18:13:00,2019-08-13 19:23:00,2019-08-13 19:59:00
8631,2019-08-14 18:13:00,2019-08-14 19:24:00,2019-08-14 20:00:00
8640,2019-08-15 18:13:00,2019-08-15 19:23:00,2019-08-15 19:58:00
8650,2019-08-20 15:48:00,2019-08-20 18:06:00,2019-08-20 19:15:00
8655,2019-08-21 18:13:00,2019-08-21 20:31:00,2019-08-21 21:40:00
8663,2019-08-22 18:13:00,2019-08-22 19:20:00,2019-08-22 19:54:00
8672,2019-08-23 18:13:00,2019-08-23 19:22:00,2019-08-23 19:56:00
8681,2019-08-24 18:13:00,2019-08-24 19:23:00,2019-08-24 19:58:00
8690,2019-08-25 18:13:00,2019-08-25 19:22:00,2019-08-25 19:58:00
8700,2019-08-26 18:13:00,2019-08-26 19:21:00,2019-08-26 19:56:00
8709,2019-08-27 18:13:00,2019-08-27 19:22:00,2019-08-27 19:56:00
8718,2019-08-28 18:13:00,2019-08-28 19:22:00,2019-08-28 19:57:00
8727,2019-08-29 18:13:00,2019-08-29 19:22:00,2019-08-29 19:56:00
8736,2019-08-30 18:13:00,2019-08-30 19:21:00,2019-08-30 19:55:00
8745,2019-08-31 18:13:00,2019-08-31 19:21:00,2019-08-31 19:56:00
8754,2019-09-01 18:13:00,2019-09-01 19:21:00,2019-09-01 19:55:00
8763,2019-09-02 18:13:00,2019-09-02 19:21:00,2019-09-02 19:56:00
8772,2019-09-03 18:13:00,2019-09-03 19:19:00,2019-09-03 19:52:00
8781,2019-09-04 18:13:00,2019-09-04 19:20:00,2019-09-04 19:54:00
8789,2019-09-05 18:13:00,2019-09-05 19:22:00,2019-09-05 19:56:00
8798,2019-09-06 18:13:00,2019-09-06 19:22:00,2019-09-06 19:56:00
8807,2019-09-07 18:13:00,2019-09-07 19:22:00,2019-09-07 19:56:00
8816,2019-09-08 18:13:00,2019-09-08 19:21:00,2019-09-08 19:55:00
8825,2019-09-09 18:13:00,2019-09-09 19:20:00,2019-09-09 19:54:00
8834,2019-09-10 18:13:00,2019-09-10 19:21:00,2019-09-10 19:55:00
8843,2019-09-11 18:13:00,2019-09-11 19:20:00,2019-09-11 19:55:00
8852,2019-09-12 18:13:00,2019-09-12 19:21:00,2019-09-12 19:56:00
8864,2019-09-14 18:13:00,2019-09-14 19:22:00,2019-09-14 19:57:00
8873,2019-09-15 18:13:00,2019-09-15 19:22:00,2019-09-15 19:58:00
